name,born,city,zip_code,income,is_married,children,car
Charlie,1974,Shanghai,38709,62155.38049119732,true,2,Ford
Alice,1989,Shanghai,96834,59048.141653952334,true,0,Ford
Bob,1978,Mumbai,87503,41764.587740877934,false,4,Toyota
Charlie,1966,Munich,76832,50962.91494633591,false,2,Bentley
Charlie,1953,San Francisco,41639,67822.66970109913,false,1,Ford
Alice,1973,Shanghai,13366,34629.1362700107,true,1,Mini
Alice,1950,Munich,96760,51329.590173690856,false,0,BMW
Alice,1952,Shanghai,38431,69342.98163420713,true,2,Mini
Charlie,1950,London,78832,51851.48929427554,true,3,Mini
David,1959,Mumbai,59656,50339.88199579994,true,0,Toyota
David,1964,Munich,30741,49765.28346971099,true,4,Mini
Eva,1951,Munich,37223,56006.59380318647,false,1,Bentley
Charlie,1953,Munich,92498,42913.86861094065,true,4,Toyota
Alice,1982,Shanghai,88996,36463.31509830305,false,1,Mini
Charlie,1961,Mumbai,17231,53074.62252791129,false,3,Mini
David,1981,Shanghai,65223,53060.95650867933,false,4,BMW
David,1958,London,42223,46541.64158710423,false,1,Ford
Bob,1961,Mumbai,29402,62961.91573442522,true,4,Toyota
David,1988,San Francisco,40194,42883.15099220084,true,1,Bentley
Eva,1958,Munich,55505,51492.11245276625,false,0,Toyota
Bob,1974,Munich,50397,58566.12745247569,true,1,Ford
Alice,1981,Shanghai,99361,49496.60084249791,true,3,Toyota
Eva,1962,London,93452,46655.289784094646,false,4,Ford
Eva,1953,Shanghai,90459,36676.36880179338,false,1,Bentley
Charlie,1963,San Francisco,43774,40609.656798549615,false,1,Toyota
David,1961,Shanghai,42461,56391.199913506796,true,4,Bentley
Bob,1988,Mumbai,56108,44291.549196308646,false,4,Mini
David,1972,London,50455,63838.07554981496,true,4,Ford
Bob,1963,Munich,33395,51642.24952050376,false,4,Ford
Alice,1962,Munich,46874,63551.81293822143,true,1,Bentley
Alice,1968,San Francisco,62819,42154.137098353065,true,0,Mini
Charlie,1965,Munich,92426,50693.77288975008,true,2,Ford
Eva,1972,Shanghai,64195,47480.91680418891,false,3,Bentley
Charlie,1950,Mumbai,31472,46313.179858611096,false,1,Ford
Charlie,1960,Shanghai,83425,42735.57116725666,true,0,BMW
David,1984,Mumbai,38065,58029.80893257333,true,1,BMW
Charlie,1971,Shanghai,63689,45227.00393549004,true,4,Mini
David,1980,Munich,53603,36745.67577682095,true,3,Ford
Charlie,1975,Munich,13390,26474.766245071074,false,4,Mini
Bob,1954,Munich,73732,58159.56213415916,false,1,Toyota
David,1957,Shanghai,22328,53820.03913135861,false,2,BMW
David,1956,Munich,17129,33048.29155025778,true,1,Mini
Alice,1981,Munich,38636,40964.90139835786,true,4,Toyota
Eva,1974,London,32076,66408.45645514227,false,4,Ford
Eva,1964,San Francisco,48877,37445.95892825502,true,4,Mini
Alice,1957,London,59633,42559.82789155009,false,3,Mini
Eva,1965,Munich,25465,44084.0160797821,false,2,BMW
Charlie,1972,Munich,10453,28368.72531722474,true,3,Ford
Bob,1989,San Francisco,65229,68367.1252222752,true,0,BMW
David,1962,Munich,45141,47943.27505099829,true,0,BMW
Alice,1969,Munich,35943,32244.8640268881,true,1,Ford
David,1981,Mumbai,93723,52067.189118762515,false,4,Mini
David,1962,San Francisco,24154,58231.90144564773,true,4,Mini
Bob,1964,Munich,34572,59021.14892266248,false,0,Toyota
David,1969,San Francisco,10212,45795.82449531954,false,4,Toyota
Charlie,1968,Munich,73016,56074.42741458905,false,3,Bentley
David,1950,Mumbai,34553,53412.808980459784,true,3,Toyota
Charlie,1965,Mumbai,35779,62170.040046187234,true,1,Bentley
Charlie,1953,Shanghai,87101,51577.71278143382,true,1,Ford
Charlie,1958,Mumbai,97327,45297.4328930313,false,1,Mini
Alice,1988,London,52593,54290.00156096464,false,2,Ford
Bob,1958,London,67917,53347.97729076533,false,2,Toyota
Charlie,1970,Mumbai,71110,58425.44682964301,true,1,Ford
Charlie,1966,Munich,58197,50334.68023023235,true,0,Toyota
Bob,1966,London,50422,43667.7759421284,false,2,BMW
Alice,1958,Mumbai,67260,51233.56857443187,false,2,BMW
David,1952,Mumbai,76036,58544.571366654316,true,2,Bentley
Alice,1971,Shanghai,55899,40652.00846219335,true,3,BMW
David,1969,Munich,89272,48201.26821017734,false,1,Ford
Charlie,1979,Munich,60622,54203.47151004486,true,4,BMW
Alice,1962,London,79120,39741.98178149613,true,3,Toyota
Eva,1979,Mumbai,57923,39432.5162919665,true,0,Ford
Alice,1967,Munich,25665,40652.9934647358,true,4,Mini
David,1956,Mumbai,67709,57207.90134970522,false,4,Bentley
Eva,1987,Mumbai,72172,46766.28850026701,true,0,Ford
David,1982,Shanghai,13604,61445.47152737817,true,2,Ford
Charlie,1972,Shanghai,93014,35089.94364812364,true,0,Ford
Charlie,1983,London,78667,42916.19769989215,false,1,Toyota
Eva,1989,Munich,81690,48026.899767033006,true,1,BMW
Alice,1967,London,55277,39899.79665706838,false,1,Ford
Alice,1970,San Francisco,17694,35128.66523070155,true,4,Mini
Bob,1950,London,37678,53450.10640716063,true,3,Ford
Eva,1958,London,72612,47578.572439398056,true,2,Mini
Charlie,1961,Shanghai,18220,36724.35381175581,false,3,BMW
Bob,1985,London,22379,55457.68572350422,false,4,Mini
Bob,1981,Mumbai,10972,55554.09182749732,true,2,Bentley
Bob,1974,Shanghai,19641,44046.06760710178,true,1,BMW
Charlie,1960,Munich,89945,41392.61810858338,false,4,Toyota
Bob,1988,Mumbai,70300,64920.286748227925,true,3,BMW
Alice,1984,Mumbai,20722,49807.382841155806,false,0,Ford
Alice,1977,Munich,60308,49724.74035042155,true,3,BMW
David,1982,San Francisco,29879,66351.89780604899,false,2,BMW
David,1951,London,38045,43756.840935148546,false,4,Mini
Charlie,1950,Mumbai,96061,51503.49138469326,true,1,Bentley
Charlie,1976,Mumbai,76473,49005.94886189246,true,4,BMW
Bob,1957,Shanghai,52294,39228.7939598939,true,1,BMW
Bob,1970,San Francisco,38467,53160.854042660045,true,1,Bentley
Alice,1961,Munich,50140,55552.656659768196,true,0,Mini
Eva,1986,London,18919,54004.639368464086,false,0,BMW
Eva,1984,London,89283,46306.61465828048,false,3,Ford
Alice,1985,Mumbai,45181,65828.88153584821,true,1,Mini
Charlie,1953,Shanghai,23848,73973.57656854948,false,4,Ford
Charlie,1977,Shanghai,37459,44667.16923151211,true,2,Mini
Alice,1989,Mumbai,10490,62883.66262640342,false,3,Mini
Bob,1955,San Francisco,76123,38644.05910298814,true,4,Mini
David,1961,Munich,71109,37693.27991790537,true,4,Mini
Bob,1958,Munich,27280,42777.98247905591,false,3,Mini
Charlie,1986,Munich,64987,69178.0037541014,false,3,BMW
Eva,1965,Mumbai,46180,46808.966070409486,true,0,BMW
Charlie,1986,London,63103,63582.43983493447,true,2,BMW
Alice,1975,Mumbai,29591,46344.32222766278,true,1,BMW
David,1960,Munich,73343,54445.51427794555,true,2,BMW
Eva,1956,San Francisco,91590,26913.803764353663,true,2,BMW
Eva,1980,London,96054,53856.95713971727,false,2,Mini
Eva,1962,San Francisco,95478,51479.64674464392,true,4,Mini
Alice,1953,Shanghai,67493,46039.77617258867,true,0,Ford
Bob,1958,Munich,52886,43418.726404193796,false,0,Ford
Charlie,1973,Munich,39620,52847.37883795846,false,0,Mini
Charlie,1955,Mumbai,33239,65508.27934104584,false,1,Bentley
David,1985,Shanghai,43682,42434.4828797576,true,3,Mini
Bob,1960,London,22252,58886.70068273087,true,1,Bentley
Alice,1978,Mumbai,93260,46686.06353013979,true,0,Bentley
Charlie,1987,Shanghai,14541,50383.322053363874,true,1,Bentley
Charlie,1953,San Francisco,60811,57551.9601298883,false,4,Toyota
Eva,1983,Munich,29276,49431.92389252196,false,0,BMW
Eva,1956,Mumbai,87657,40567.415938057966,true,2,Toyota
Eva,1968,Shanghai,38803,55965.93599608681,false,2,BMW
David,1977,San Francisco,76399,54707.080452101945,true,0,Toyota
Charlie,1980,London,15790,42091.68218446421,false,4,Toyota
David,1953,San Francisco,79318,41678.40356432586,false,1,Bentley
Alice,1950,Shanghai,63303,45367.442141594336,false,3,Bentley
Eva,1955,London,47890,41546.30805493859,false,0,BMW
Charlie,1954,Mumbai,56008,47261.71008929607,true,0,Toyota
Charlie,1982,Shanghai,45048,59833.52019677708,false,3,Ford
David,1972,London,54341,61116.06235334848,false,0,BMW
Bob,1988,Munich,74751,47133.9156533824,false,0,BMW
Charlie,1987,London,70833,52389.4616026572,false,3,Ford
David,1978,Mumbai,24651,67273.5637027883,true,2,Ford
David,1985,Mumbai,48579,61673.59032103844,true,0,Ford
Eva,1982,Shanghai,91444,48620.49087315759,true,4,Bentley
Eva,1951,London,10389,31195.341212597843,false,3,Mini
Alice,1981,Mumbai,44714,52384.60073923716,true,1,Bentley
Eva,1956,London,78884,56926.032604510954,false,2,Bentley
Alice,1965,Shanghai,89234,64657.48539607648,true,3,Ford
Charlie,1976,Munich,19707,52683.69858652808,true,4,Ford
Charlie,1974,San Francisco,81481,56107.93476152308,false,3,Mini
Bob,1958,Shanghai,38287,39037.38856178215,false,4,Mini
Bob,1967,London,13133,26156.384180409288,false,3,Toyota
Eva,1976,San Francisco,77609,30115.319118867206,false,3,Ford
David,1956,Mumbai,27406,43879.07022941281,true,0,Bentley
Charlie,1951,Mumbai,75474,43845.83934569391,false,3,Bentley
David,1979,London,37182,53716.15547543447,true,4,Toyota
Bob,1971,Mumbai,95904,50935.969796969606,false,3,Bentley
Bob,1952,San Francisco,97700,39630.45968359108,true,3,BMW
David,1987,Shanghai,27152,51257.33383925708,true,4,Bentley
Alice,1966,Munich,54423,46373.59319380522,false,0,Toyota
Charlie,1973,Shanghai,39613,51940.766394847335,true,0,Toyota
Bob,1954,Shanghai,74016,49507.74618299213,true,4,Ford
Eva,1970,Munich,88339,60566.58582340146,false,0,BMW
Eva,1982,London,45356,62828.70022751262,true,1,Ford
Charlie,1984,Munich,97584,56907.436637255014,false,4,Bentley
Eva,1973,San Francisco,50705,46699.80089772036,true,2,BMW
Bob,1959,Mumbai,93725,24695.663255604813,true,0,Ford
Charlie,1951,Shanghai,19574,38844.42906718331,true,3,Mini
Alice,1979,Munich,88290,52679.13215689872,true,2,BMW
David,1953,Shanghai,64995,58887.57870080147,false,1,Ford
David,1969,Mumbai,16721,40938.68849925776,true,4,Mini
Eva,1969,San Francisco,71753,53107.41986031242,true,4,Bentley
Bob,1978,Shanghai,71465,56142.2255652293,false,4,BMW
Bob,1979,Shanghai,72197,48023.48445620656,false,4,Toyota
Charlie,1955,Mumbai,24264,64957.25216407798,false,4,Ford
Alice,1985,Munich,58766,49643.15301565535,false,1,Ford
Charlie,1976,Shanghai,62252,32366.30376516227,true,1,Toyota
Eva,1956,Munich,86443,50959.50909771566,true,3,BMW
Eva,1980,Mumbai,80960,39834.6172863773,false,2,Mini
Alice,1983,London,58026,68273.34713845773,true,3,Ford
Eva,1961,Mumbai,83431,41674.746218815446,false,1,Toyota
Eva,1986,Mumbai,59159,62654.4823362821,true,1,Ford
Eva,1960,San Francisco,80095,54066.50264046041,false,2,Bentley
David,1987,Munich,73311,44357.729324669875,false,3,Mini
Bob,1954,Shanghai,37792,49155.35795410256,false,3,Ford
Charlie,1977,Mumbai,65686,49200.797008052585,true,0,Toyota
Alice,1964,Shanghai,78906,57979.81668947177,true,4,Toyota
David,1968,London,74752,56761.132841065395,false,3,Toyota
Bob,1968,San Francisco,57466,34850.230488132154,true,0,Ford
David,1981,London,44062,43447.23051085877,true,2,Ford
David,1961,San Francisco,61297,54137.63031229639,false,3,BMW
David,1957,San Francisco,37541,46845.1666901788,false,4,Ford
Charlie,1957,San Francisco,74043,31513.64734439058,true,2,Bentley
Bob,1966,Munich,91477,52206.84581570786,false,3,Mini
Charlie,1958,Mumbai,39346,29828.255749705444,true,2,Ford
Bob,1959,Munich,95174,46509.09663275226,true,0,BMW
Bob,1983,London,84736,53794.11236530764,true,3,Bentley
Eva,1973,Mumbai,57138,57765.846036570896,false,4,Bentley
Alice,1981,Munich,52541,55281.53548251674,false,4,Bentley
Eva,1980,London,15937,58567.2966145458,false,0,BMW
Eva,1962,San Francisco,67923,47858.02241497211,true,0,Mini
Bob,1975,San Francisco,58326,56071.84265841172,true,2,Ford
David,1959,Shanghai,38999,50517.706911942216,true,3,Toyota
David,1969,Shanghai,68336,56982.52077059372,false,3,BMW
Eva,1964,San Francisco,54390,52967.26328639383,true,4,Mini
Charlie,1962,Shanghai,13736,45366.39044456216,false,1,BMW
David,1952,San Francisco,63918,38540.9783657575,true,3,BMW
Charlie,1976,Mumbai,18447,44970.46022821329,false,3,Toyota
Alice,1966,London,85607,50055.00369743541,false,4,BMW
Alice,1989,Munich,87546,55396.234240370155,true,3,BMW
David,1950,San Francisco,90376,60003.8676776794,true,3,BMW
Bob,1985,Shanghai,69690,65991.80582870799,false,4,Toyota
Alice,1954,Shanghai,13397,56263.569697265615,false,4,BMW
Charlie,1960,Shanghai,98405,60647.226150468865,false,4,Toyota
Charlie,1961,Munich,27328,38308.30446699717,false,3,Bentley
Alice,1962,Munich,25577,56358.81354512055,true,0,Mini
Bob,1976,San Francisco,30411,80277.90302762008,true,3,Mini
Charlie,1984,San Francisco,27567,40013.031602962335,false,3,BMW
Bob,1981,San Francisco,58152,58077.341881541266,true,0,BMW
Bob,1966,Shanghai,64366,73736.24208619757,true,3,BMW
David,1970,Shanghai,41865,43645.13653169041,true,3,Mini
Eva,1972,San Francisco,84341,51807.0418551036,true,0,Mini
Bob,1977,London,91030,28123.5698114781,true,2,BMW
Alice,1950,Munich,31354,55906.24909011728,true,3,Mini
Charlie,1976,Shanghai,32999,42286.14850188581,true,3,Bentley
Eva,1969,Munich,95604,44616.05904486177,true,2,Bentley
Bob,1951,Mumbai,67403,52641.35777675675,true,1,Ford
Bob,1950,San Francisco,13712,57075.431206123045,false,2,Mini
Alice,1975,Munich,55739,58283.55855449669,true,3,Bentley
Alice,1954,Munich,53510,81387.82576889252,true,4,BMW
Charlie,1950,Shanghai,49082,53386.70961269682,false,2,Toyota
Bob,1979,San Francisco,78684,48162.20899590673,false,3,BMW
Bob,1973,San Francisco,73843,60149.31436509771,false,3,Toyota
Bob,1977,San Francisco,50380,65981.16497372718,false,0,Ford
Eva,1985,London,72603,36107.81657115276,false,2,Toyota
Charlie,1975,Munich,64964,45744.835597321304,false,3,Ford
Alice,1969,San Francisco,64293,39368.491324842755,true,4,BMW
Bob,1975,Munich,88358,63304.77309739073,true,0,Bentley
Bob,1950,Shanghai,86367,49085.3536009005,false,4,Toyota
David,1956,London,37770,55521.044470777684,true,4,Mini
Charlie,1975,Shanghai,58325,63265.00858082857,false,0,Mini
David,1951,Mumbai,83467,53391.912735552214,false,3,Mini
David,1983,Munich,97076,39871.29853016988,false,1,Toyota
Eva,1985,Shanghai,42894,53955.748176037356,false,0,BMW
Charlie,1958,Shanghai,36088,35423.017964451414,false,3,Bentley
Alice,1970,London,15729,67426.86593721813,true,3,Bentley
Eva,1950,San Francisco,73678,46595.44490162596,false,0,Toyota
Alice,1954,Shanghai,57770,48400.30847288493,true,1,Ford
Bob,1970,Munich,16510,27229.74439819045,true,4,Ford
Eva,1957,Shanghai,77814,47209.6836690509,true,4,BMW
Eva,1961,San Francisco,71234,44576.2063837909,false,4,Toyota
Charlie,1971,Mumbai,39028,50474.31463220337,true,0,BMW
Alice,1977,Shanghai,45127,55258.69353600634,true,1,Ford
David,1951,Munich,87211,56980.64776948662,false,2,Toyota
Charlie,1966,London,39924,63129.13650807433,false,2,Toyota
Bob,1958,San Francisco,89683,45278.102593091775,true,0,Ford
Eva,1980,Shanghai,70009,48100.77805016781,true,2,Bentley
Eva,1952,London,11148,60600.005221114014,true,4,Ford
Alice,1954,Munich,42460,51504.44819065304,true,1,Mini
Charlie,1981,San Francisco,72480,39755.486387985045,true,3,BMW
Alice,1976,Munich,28336,48382.48238441408,true,2,Mini
Charlie,1963,London,58545,63499.25458748154,false,2,Mini
Eva,1962,San Francisco,55921,68848.59881201982,true,1,Bentley
Charlie,1963,Munich,49261,41198.00002142097,false,0,Bentley
Charlie,1988,San Francisco,91259,62642.736628820494,true,3,Mini
Bob,1951,Mumbai,49335,40440.81352338072,false,1,Ford
Bob,1989,San Francisco,58098,64661.56354010781,true,0,Mini
Bob,1981,Munich,32599,54424.4579779379,true,2,Bentley
Alice,1960,Munich,58924,47652.88767420532,false,4,Ford
Charlie,1989,Shanghai,29856,50371.659311071424,true,1,Toyota
David,1989,Shanghai,61583,33770.50750648533,false,2,Toyota
Bob,1967,San Francisco,23002,52191.86455665998,false,1,Ford
Eva,1967,San Francisco,83007,52031.891430087686,true,3,Toyota
Eva,1985,Munich,43036,44081.92746389001,false,0,BMW
Bob,1980,London,47312,57823.2122868125,true,1,Mini
Bob,1970,Mumbai,57160,51109.71414839565,true,3,Mini
Eva,1968,Munich,40596,61201.00490670631,true,3,Toyota
Charlie,1979,Munich,77829,44023.68732526688,true,2,Toyota
David,1957,Munich,63914,44179.669409086906,true,0,BMW
Eva,1984,San Francisco,19200,40406.942083123766,true,4,Ford
David,1982,Munich,59405,42097.72253583573,true,3,Toyota
David,1975,London,83622,37823.88140547847,false,1,BMW
Eva,1960,Mumbai,53174,54133.062934803675,true,2,Toyota
Eva,1966,San Francisco,18304,42066.641406897186,true,1,Bentley
Charlie,1989,London,27096,43858.524198966115,true,0,Toyota
David,1967,Shanghai,76578,58236.19478328548,true,4,Ford
Alice,1984,Shanghai,34017,43654.55888144311,false,2,Ford
Eva,1970,London,33499,33288.140501477465,true,1,Mini
Alice,1959,Munich,64640,39754.238982007875,true,0,Mini
David,1958,Munich,45331,56889.10876417408,true,1,Mini
Eva,1955,Shanghai,88360,47169.30190598914,true,1,Bentley
David,1984,Mumbai,19154,55563.55174097884,true,0,Toyota
Alice,1982,Mumbai,34310,67664.32571374766,false,3,Toyota
David,1959,Shanghai,83572,55436.64278975906,true,4,Bentley
Alice,1954,Mumbai,26515,41302.711940193956,false,1,Bentley
David,1958,San Francisco,60838,55640.21431411186,true,3,Bentley
Alice,1977,San Francisco,53761,29427.564881991435,true,4,BMW
Eva,1977,London,40487,40089.06249799374,true,4,BMW
Charlie,1966,Shanghai,50852,42074.16351905711,false,2,BMW
Eva,1951,Munich,15245,51420.93385142587,true,1,Toyota
Charlie,1975,Munich,54983,41014.89162250094,true,3,BMW
Eva,1974,San Francisco,76073,28519.904417125326,true,1,Ford
Alice,1974,Munich,10170,34219.94886520475,true,0,Toyota
Alice,1959,San Francisco,93915,64711.49826112478,false,4,Mini
Charlie,1962,San Francisco,95346,44992.77597340503,false,1,Toyota
Charlie,1972,Munich,98735,38917.401031620015,false,2,Ford
Charlie,1970,San Francisco,58919,44708.54272198089,true,3,Mini
Charlie,1988,Shanghai,33594,55239.78034187454,true,4,Ford
Alice,1979,London,73182,47464.24276707691,false,3,Ford
Bob,1973,San Francisco,33061,55034.76007715269,true,0,Toyota
Charlie,1967,San Francisco,40023,68069.8994739133,false,4,Mini
Bob,1951,London,94623,34408.142817436965,false,2,BMW
David,1967,Shanghai,39406,28348.00871456871,false,3,Toyota
David,1973,Shanghai,42318,71142.167345665,false,0,Mini
Alice,1984,Shanghai,39783,43594.28404041914,false,2,BMW
Eva,1973,Munich,43670,54567.82325725997,true,1,Mini
David,1984,Mumbai,57930,55767.620022919094,false,3,Ford
Eva,1977,Mumbai,80843,49013.00748328384,true,0,Toyota
David,1955,Munich,73429,50379.52690667919,true,2,Bentley
Alice,1971,Shanghai,11828,53444.732628745754,false,0,Toyota
Charlie,1973,Shanghai,42515,51971.00487160859,true,2,Ford
Bob,1969,Munich,96043,48391.82715022307,false,0,Bentley
Eva,1950,Munich,41394,44403.297129164996,false,4,Toyota
Alice,1977,Mumbai,41415,55455.450715017025,false,0,BMW
Alice,1989,London,69764,49425.43577985366,true,1,Mini
Charlie,1955,San Francisco,21943,66871.24864317678,true,3,Toyota
Charlie,1984,San Francisco,17317,43756.39451267654,false,3,Bentley
Eva,1952,Shanghai,39532,62563.03765718892,false,2,Bentley
David,1975,San Francisco,43526,50588.67346040246,true,4,Bentley
Charlie,1971,Munich,73811,41335.51492206473,true,3,Toyota
Alice,1951,San Francisco,69831,76177.3628809933,true,0,BMW
Eva,1971,London,93396,56802.22820580923,false,1,BMW
David,1983,Munich,14366,41181.5830540297,false,0,Mini
David,1959,London,66263,76729.38457965225,true,3,BMW
David,1959,Mumbai,37723,60819.661943253916,true,2,Toyota
Eva,1987,San Francisco,67326,50127.30342957069,false,0,Bentley
Bob,1989,Munich,43882,41263.35209981541,true,2,BMW
Charlie,1954,Shanghai,82092,54633.57833869371,false,2,Toyota
Alice,1982,London,52722,41977.118739228026,false,2,Mini
Bob,1966,Shanghai,81362,58501.07600499479,false,0,Bentley
David,1950,London,18443,39676.6087527594,true,0,Toyota
Alice,1984,San Francisco,50640,49904.79085141752,true,3,Mini
Bob,1988,Shanghai,12509,40654.44315609771,false,0,BMW
David,1984,Munich,59906,35873.256603232454,true,2,Ford
Alice,1959,London,72110,59450.61760363997,true,1,Bentley
Charlie,1970,Mumbai,76964,43809.17833740103,true,4,BMW
Eva,1974,Munich,40867,37643.46715306777,false,3,Mini
Bob,1987,London,21517,45716.42401663818,false,0,Toyota
Eva,1981,Mumbai,70074,58826.774121505565,false,4,Ford
Eva,1974,San Francisco,59812,54493.701175098555,false,2,Bentley
Bob,1987,Shanghai,10962,54294.62194849531,true,3,Toyota
Bob,1950,London,76582,27232.146970711583,true,2,Bentley
David,1962,London,33790,52208.444574783876,true,2,Toyota
Charlie,1977,London,83865,52344.1822044433,true,1,Mini
Eva,1979,Mumbai,47211,61399.27960837505,true,0,BMW
Eva,1956,Mumbai,77847,27956.583460840895,false,1,Toyota
David,1972,Munich,16678,29338.07400018342,false,0,BMW
Charlie,1950,Shanghai,39987,40263.8352152233,true,1,Ford
Eva,1953,Mumbai,39698,53201.52103193766,false,3,Bentley
David,1978,Munich,82356,68448.40343115322,true,2,Ford
Bob,1960,Mumbai,76688,52364.29336466367,true,4,BMW
David,1953,Munich,61586,56697.107835300696,true,2,Toyota
Eva,1960,Shanghai,93748,53906.0522675283,true,1,Ford
Charlie,1952,London,16628,32956.756836694796,true,0,Toyota
Bob,1953,Mumbai,94511,47088.06554876263,false,2,Ford
Alice,1989,London,64334,45640.36957606131,true,2,Toyota
David,1987,San Francisco,17862,39118.46480919542,false,2,Mini
Charlie,1963,Shanghai,88333,34865.206562616666,true,0,Toyota
Bob,1975,San Francisco,16677,53301.012331101985,true,4,BMW
Bob,1966,Munich,25157,58638.02415078876,false,3,Mini
Alice,1972,Mumbai,67948,53698.37414006765,false,3,Bentley
Alice,1959,London,22732,70673.0376791606,false,1,Ford
Bob,1971,Shanghai,45449,58109.11668368938,true,3,Mini
Eva,1983,London,13846,51990.97184691481,false,3,Bentley
Alice,1952,Munich,67425,49831.184882789625,false,1,Toyota
David,1957,London,76106,42177.912239496975,true,2,Bentley
Bob,1978,Shanghai,36225,52442.388919591736,false,1,BMW
Bob,1980,Munich,73783,40668.22617929113,true,3,Toyota
Alice,1976,San Francisco,83424,48843.81107419763,true,4,Mini
David,1976,Shanghai,81107,40261.15559623273,false,1,BMW
David,1953,Shanghai,73407,66514.53578122385,false,3,Mini
Alice,1977,Shanghai,67755,35151.37674107144,false,0,Ford
David,1979,Mumbai,75968,58241.44062699883,true,2,Ford
Alice,1974,Munich,72799,44873.33424698883,false,0,Bentley
David,1953,London,76691,49193.910718496816,true,3,Toyota
Eva,1971,Mumbai,86513,58179.41258870059,true,3,Ford
David,1976,Munich,73000,59462.48725191551,false,3,Mini
Bob,1965,Mumbai,91476,39327.18186621137,true,0,Mini
Eva,1965,Munich,13346,40271.260965573405,false,2,Ford
Bob,1958,Shanghai,67032,57664.63355650923,false,4,Bentley
Bob,1964,London,49174,54489.10247722342,false,0,Toyota
Bob,1968,London,51492,65312.706117165595,true,1,Bentley
Charlie,1968,San Francisco,39317,37256.574959090314,true,4,Bentley
Eva,1977,Mumbai,77763,31026.280925907984,false,2,BMW
Bob,1955,San Francisco,78003,29159.97438911425,false,2,Mini
Alice,1978,Shanghai,15000,49926.80608754065,false,4,Toyota
David,1984,Mumbai,17679,71921.47519427666,false,0,Mini
David,1984,San Francisco,77366,21433.32396091711,true,3,Toyota
Bob,1988,London,22981,53513.67715135077,true,1,Toyota
Bob,1954,Mumbai,65981,40768.61988947191,false,3,Ford
Eva,1950,San Francisco,44886,34939.36389290487,false,0,Bentley
David,1988,Mumbai,54015,50720.65098567471,true,1,Bentley
Charlie,1979,London,19355,35234.52202694284,true,0,Toyota
David,1982,Shanghai,27246,41701.79676888512,true,3,Mini
David,1987,Munich,51950,67367.84734074418,true,3,Toyota
Bob,1970,Munich,77514,32555.077491297816,true,1,BMW
Charlie,1956,Shanghai,45602,55682.399310955145,true,0,Mini
Alice,1970,Shanghai,90554,54018.890760316215,true,3,Toyota
Bob,1958,Munich,89321,38668.386874596574,true,4,Bentley
Charlie,1980,San Francisco,96909,49669.66887286218,true,0,Bentley
Bob,1979,Shanghai,31317,48128.00075124659,true,3,Mini
Eva,1957,Shanghai,80218,45242.79813408488,true,3,Bentley
Bob,1957,Mumbai,64200,55161.72391854448,false,2,Mini
Eva,1986,San Francisco,63097,56772.53963668378,false,2,Mini
Charlie,1984,Mumbai,70495,49197.72231548995,true,2,Toyota
Alice,1969,San Francisco,57449,43957.50492427271,true,3,Ford
Charlie,1974,Munich,50684,56734.473388413186,true,3,Mini
Eva,1981,London,46256,45915.81035201745,false,3,BMW
Alice,1983,Shanghai,38063,48905.92433510728,false,1,Bentley
Alice,1952,Munich,69369,49619.95956999935,true,3,Bentley
David,1951,London,37162,60126.49387995916,true,3,Bentley
Alice,1986,Mumbai,40879,48053.9538248288,true,4,Mini
Charlie,1962,Munich,89819,48585.66189189453,true,2,BMW
Eva,1988,Shanghai,87055,32668.147067435657,false,4,Mini
Bob,1967,San Francisco,54278,51165.537555018804,false,4,BMW
David,1981,Mumbai,98344,47975.37500582356,false,4,BMW
Charlie,1988,San Francisco,40084,61532.55828244712,true,0,Ford
Alice,1971,London,40487,61764.633543070915,true,3,Toyota
Alice,1973,Mumbai,61284,37421.863539898324,true,4,Ford
Eva,1966,Munich,34083,61584.432406664346,true,4,BMW
Eva,1982,London,24376,37172.88593491722,false,0,Bentley
Eva,1956,Munich,92166,44999.88093664382,true,0,Bentley
Bob,1951,Munich,36887,34999.08445128035,false,1,BMW
Bob,1988,London,26750,56977.966718582655,true,4,Bentley
Charlie,1953,San Francisco,52451,57503.207998383055,false,2,Mini
Charlie,1985,London,56314,43031.42482103899,false,4,Bentley
Eva,1962,Munich,51767,28618.43030653779,true,1,Toyota
Bob,1988,Shanghai,27657,59429.69078458342,false,1,Mini
Charlie,1971,Shanghai,28220,50164.06161274162,false,4,BMW
David,1954,San Francisco,10424,49828.16556726353,false,2,Ford
Charlie,1971,London,28915,58279.69205292716,true,4,Bentley
Alice,1978,San Francisco,21054,36987.58645229023,true,1,Toyota
Bob,1979,Munich,15789,40287.49388686831,true,4,Bentley
David,1970,London,71663,41312.69378422111,false,3,Mini
David,1959,Munich,75716,70305.20399208997,false,0,Ford
Charlie,1989,San Francisco,50739,40438.45582171213,true,2,Mini
Eva,1988,London,63485,47970.27577653511,false,4,Bentley
Alice,1967,Mumbai,48385,73339.23457607186,false,0,Ford
Charlie,1989,London,79029,66513.1778857591,false,3,Mini
Charlie,1961,Munich,56476,44890.48408292532,true,1,Bentley
Charlie,1952,Shanghai,41915,59436.56972440649,true,0,Mini
Eva,1955,Munich,83429,50920.32894952172,true,2,Toyota
David,1981,Shanghai,78166,53899.36561714417,false,1,Bentley
David,1987,Mumbai,43492,60252.69027660641,true,0,BMW
